Reporter Countries,Partner Countries,Value
Cameroon,Ghana,45.0
Cameroon,Greece,154.0
Cameroon,India,31462.0
Cameroon,Indonesia,48206.0
Cameroon,Iran (Islamic Republic of),1697.0
Cameroon,Ireland,214.0
Cameroon,Israel,37.0
Cameroon,Italy,30313.0
Cameroon,Japan,632.0
Cameroon,Lebanon,269.0
Cameroon,Libya,74.0
Cameroon,Malaysia,71562.0
Cameroon,Mauritius,782.0
Cameroon,Morocco,297.0
Cameroon,Netherlands,239470.0
Cameroon,Nicaragua,456.0
Cameroon,Nigeria,16862.0
Cameroon,Pakistan,407.0
Cameroon,Philippines,29.0
Cameroon,Poland,2546.0
Cameroon,Portugal,6356.0
Cameroon,Republic of Korea,68.0
Cameroon,Romania,662.0
Cameroon,Russian Federation,1626.0
Cameroon,Sao Tome and Principe,66.0
Cameroon,Singapore,1949.0
Cameroon,Slovenia,740.0
Cameroon,South Africa,183.0
Cameroon,Spain,22737.0
Cameroon,Sri Lanka,249.0
Cameroon,Sweden,270.0
Cameroon,Switzerland,14.0
Cameroon,Togo,1111.0
Cameroon,Turkey,32140.0
Cameroon,United Kingdom,8573.0
Cameroon,United States of America,46144.0
Cameroon,Viet Nam,11582.0
Canada,Afghanistan,210.0
Canada,Albania,2865.0
Canada,Algeria,438352.0
Canada,American Samoa,419.0
Canada,Angola,46219.0
Canada,Anguilla,328.0
Canada,Antigua and Barbuda,1631.0
Canada,Argentina,10227.0
Canada,Armenia,3229.0
Canada,Aruba,1128.0
Canada,Australia,138720.0
Canada,Austria,2833.0
Canada,Azerbaijan,832.0
Canada,Bahamas,10056.0
Canada,Bahrain,2756.0
Canada,Bangladesh,443840.0
Canada,Barbados,8898.0
Canada,Belarus,92.0
Canada,Belgium,178168.0
Canada,Belize,1869.0
Canada,Benin,1210.0
Canada,Bermuda,3308.0
Canada,Bolivia (Plurinational State of),2069.0
Canada,Bosnia and Herzegovina,394.0
Canada,Brazil,89138.0
Canada,British Virgin Islands,432.0
Canada,Brunei Darussalam,405.0
Canada,Bulgaria,3949.0
Canada,Burkina Faso,1860.0
Canada,Burundi,772.0
Canada,Cabo Verde,884.0
Canada,Cambodia,258.0
Canada,Cameroon,23056.0
Canada,Cayman Islands,976.0
Canada,Central African Republic,17.0
Canada,Chad,73.0
Canada,Chile,215270.0
Canada,"China, Hong Kong SAR",434841.0
Canada,"China, Macao SAR",837.0
Canada,"China, Taiwan Province of",213503.0
Canada,"China, mainland",5366900.0
Canada,Christmas Island,665.0
Canada,Colombia,294840.0
Canada,Comoros,125.0
Canada,Congo,3835.0
Canada,Costa Rica,60773.0
Canada,Croatia,5840.0
Canada,Cuba,108470.0
Canada,Cyprus,2168.0
Canada,Czechia,13259.0
Canada,Côte d'Ivoire,7007.0
Canada,Democratic People's Republic of Korea,179.0
Canada,Democratic Republic of the Congo,205.0
Canada,Denmark,13478.0
Canada,Dominica,587.0
Canada,Dominican Republic,40195.0
Canada,Ecuador,161300.0
Canada,Egypt,53046.0
Canada,El Salvador,5048.0
Canada,Equatorial Guinea,1178.0
Canada,Eritrea,2.0
Canada,Estonia,887.0
Canada,Eswatini,655.0
Canada,Ethiopia,82.0
Canada,Fiji,300.0
Canada,Finland,7190.0
Canada,France,335586.0
Canada,French Polynesia,1573.0
Canada,Gabon,3915.0
Canada,Gambia,1978.0
Canada,Georgia,3903.0
Canada,Germany,229019.0
Canada,Ghana,79942.0
Canada,Gibraltar,56.0
Canada,Greece,24410.0
Canada,Greenland,67.0
Canada,Grenada,1487.0
Canada,Guam,75.0
Canada,Guatemala,24242.0
Canada,Guinea,380.0
Canada,Guyana,9950.0
Canada,Haiti,24938.0
Canada,Honduras,4261.0
Canada,Hungary,6502.0
Canada,Iceland,1930.0
Canada,India,723448.0
Canada,Indonesia,468600.0
Canada,Iran (Islamic Republic of),71644.0
Canada,Iraq,2921.0
Canada,Ireland,103107.0
Canada,Israel,40975.0
Canada,Italy,348593.0
Canada,Jamaica,25264.0
Canada,Japan,3177912.0
Canada,Jordan,15332.0
Canada,Kazakhstan,1936.0
Canada,Kenya,32725.0
Canada,Kuwait,6008.0
Canada,Lao People's Democratic Republic,68.0
Canada,Latvia,2412.0
Canada,Lebanon,18805.0
Canada,Liberia,536.0
Canada,Libya,342.0
Canada,Lithuania,2538.0
Canada,Luxembourg,97.0
Canada,Madagascar,8.0
Canada,Malawi,8504.0
Canada,Malaysia,169603.0
Canada,Maldives,50.0
Canada,Malta,912.0
Canada,Mauritania,247.0
Canada,Mauritius,3074.0
Canada,Mexico,1496846.0
Canada,Mongolia,141.0
Canada,Montenegro,608.0
Canada,Montserrat,14.0
Canada,Morocco,241688.0
Canada,Mozambique,24343.0
Canada,Myanmar,17358.0
Canada,Namibia,52.0
Canada,Nepal,6482.0
Canada,Netherlands,209497.0
Canada,Netherlands Antilles (former),18.0
Canada,New Caledonia,1517.0
Canada,New Zealand,72409.0
Canada,Nicaragua,998.0
Canada,Nigeria,217971.0
Canada,North Macedonia,2265.0
Canada,Norway,77254.0
Canada,Oman,11820.0
Canada,Pakistan,408138.0
Canada,Panama,21429.0
Canada,Papua New Guinea,119.0
Canada,Paraguay,464.0
Canada,Peru,355221.0
Canada,Philippines,252703.0
Canada,Pitcairn Islands,29.0
Canada,Poland,31222.0
Canada,Portugal,113016.0
Canada,Qatar,2186.0
Canada,Republic of Korea,473534.0
Canada,Republic of Moldova,46.0
Canada,Romania,4747.0
Canada,Russian Federation,76433.0
Canada,Rwanda,1989.0
Canada,"Saint Helena, Ascension and Tristan da Cunha",31.0
Canada,Saint Kitts and Nevis,1031.0
Canada,Saint Lucia,2522.0
Canada,Saint Pierre and Miquelon,4982.0
Canada,Saint Vincent and the Grenadines,630.0
Canada,Saudi Arabia,94612.0
Canada,Senegal,8257.0
Canada,Serbia,1204.0
Canada,Seychelles,53.0
Canada,Sierra Leone,33.0
Canada,Singapore,90338.0
Canada,Slovakia,5491.0
Canada,Slovenia,2065.0
Canada,Somalia,5.0
Canada,South Africa,38181.0
Canada,South Sudan,514.0
Canada,Spain,212416.0
Canada,Sri Lanka,116439.0
Canada,Sudan,13542.0
Canada,Suriname,1460.0
Canada,Sweden,19180.0
Canada,Switzerland,23579.0
Canada,Syrian Arab Republic,14421.0
Canada,Tajikistan,1435.0
Canada,Thailand,87134.0
Canada,Timor-Leste,6.0
Canada,Togo,4872.0
Canada,Trinidad and Tobago,31416.0
Canada,Tunisia,22709.0
Canada,Turkey,213602.0
Canada,Turkmenistan,12.0
Canada,Turks and Caicos Islands,179.0
Canada,Uganda,2458.0
Canada,Ukraine,8500.0
Canada,United Arab Emirates,639443.0
Canada,United Kingdom,289024.0
Canada,United Republic of Tanzania,25103.0
Canada,United States of America,23464410.0
Canada,Uruguay,6324.0
Canada,Uzbekistan,622.0
Canada,Venezuela (Bolivarian Republic of),69988.0
Canada,Viet Nam,347562.0
Canada,Western Sahara,14.0
Canada,Yemen,4137.0
Canada,Zambia,177.0
Canada,Zimbabwe,8030.0
Central African Republic,Cameroon,26.0
Central African Republic,"China, mainland",1584.0
Central African Republic,Congo,2.0
Central African Republic,France,2249.0
Central African Republic,Kenya,2.0
Central African Republic,Nigeria,46.0
Central African Republic,Uruguay,35.0
Chile,Algeria,2464.0
Chile,Angola,417.0
Chile,Anguilla,82.0
Chile,Antigua and Barbuda,671.0
Chile,Argentina,218085.0
Chile,Armenia,418.0
Chile,Aruba,1403.0
Chile,Australia,78317.0
Chile,Austria,8796.0
Chile,Azerbaijan,239.0
Chile,Bahamas,748.0
Chile,Bahrain,2090.0
Chile,Bangladesh,2365.0
Chile,Barbados,1115.0
Chile,Belarus,3360.0
Chile,Belgium,64126.0
Chile,Belize,793.0
Chile,Benin,274.0
Chile,Bermuda,240.0
Chile,Bolivia (Plurinational State of),82089.0
Chile,Bosnia and Herzegovina,50.0
Chile,Brazil,434858.0
Chile,British Virgin Islands,136.0
Chile,Bulgaria,2401.0
Chile,Burkina Faso,172.0
Chile,Cambodia,1286.0
Chile,Cameroon,347.0
Chile,Canada,275401.0
Chile,Cayman Islands,301.0
Chile,Chad,3.0
Chile,"China, Hong Kong SAR",53280.0
Chile,"China, Macao SAR",121.0
Chile,"China, Taiwan Province of",134034.0
Chile,"China, mainland",1448850.0
Chile,Colombia,296000.0
Chile,Congo,116.0
Chile,Cook Islands,7.0
Chile,Costa Rica,84683.0
Chile,Croatia,1181.0
Chile,Cuba,19711.0
Chile,Cyprus,2065.0
Chile,Czechia,12929.0
Chile,Côte d'Ivoire,221.0
Chile,Democratic Republic of the Congo,350.0
Chile,Denmark,76040.0
Chile,Djibouti,39.0
Chile,Dominica,88.0
Chile,Dominican Republic,38243.0
Chile,Ecuador,223159.0
Chile,Egypt,1218.0
Chile,El Salvador,24949.0
Chile,Equatorial Guinea,317.0
Chile,Estonia,5575.0
Chile,Eswatini,56.0
Chile,Ethiopia,171.0
Chile,Fiji,389.0
Chile,Finland,33359.0
Chile,France,153198.0
Chile,French Polynesia,914.0
Chile,French Southern and Antarctic Territories,1400.0
Chile,Gabon,390.0
Chile,Georgia,120.0
Chile,Germany,274418.0
Chile,Ghana,176.0
Chile,Greece,4486.0
Chile,Grenada,231.0
Chile,Guam,241.0
Chile,Guatemala,54871.0
Chile,Guinea,28.0
Chile,Guyana,1392.0
Chile,Haiti,1991.0
Chile,Honduras,26731.0
Chile,Hungary,1901.0
Chile,Iceland,2156.0
Chile,India,49054.0
Chile,Indonesia,17228.0
Chile,Iran (Islamic Republic of),637.0
Chile,Iraq,1993.0
Chile,Ireland,53031.0
Chile,Israel,6771.0
Chile,Italy,203491.0
Chile,Jamaica,4948.0
Chile,Japan,517525.0
Chile,Jordan,1902.0
Chile,Kazakhstan,564.0
Chile,Kenya,1351.0
Chile,Kuwait,5769.0
Chile,Lao People's Democratic Republic,501.0
Chile,Latvia,10703.0
Chile,Lebanon,2678.0
Chile,Liberia,627.0
Chile,Libya,1701.0
Chile,Lithuania,13974.0
Chile,Luxembourg,141.0
Chile,Malaysia,13999.0
Chile,Maldives,328.0
Chile,Malta,1647.0
Chile,Mauritius,256.0
Chile,Mexico,352560.0
Chile,Mongolia,183.0
Chile,Morocco,9908.0
Chile,Mozambique,2820.0
Chile,Myanmar,30.0
Chile,Nepal,121.0
Chile,Netherlands,580660.0
Chile,New Caledonia,124.0
Chile,New Zealand,35483.0
Chile,Nicaragua,25158.0
Chile,Niger,35.0
Chile,Nigeria,1149.0
Chile,Northern Mariana Islands,920.0
Chile,Norway,26017.0
Chile,Oman,2963.0
Chile,Pakistan,84.0
Chile,Panama,41458.0
Chile,Papua New Guinea,26.0
Chile,Paraguay,59841.0
Chile,Peru,354890.0
Chile,Philippines,11876.0
Chile,Poland,45546.0
Chile,Portugal,22703.0
Chile,Qatar,4138.0
Chile,Republic of Korea,305768.0
Chile,Romania,2422.0
Chile,Russian Federation,237829.0
Chile,Saint Kitts and Nevis,181.0
Chile,Saint Lucia,600.0
Chile,Saint Vincent and the Grenadines,260.0
Chile,San Marino,19.0
Chile,Saudi Arabia,71280.0
Chile,Senegal,489.0
Chile,Serbia,10.0
Chile,Seychelles,239.0
Chile,Sierra Leone,143.0
Chile,Singapore,15997.0
Chile,Slovakia,1766.0
Chile,Slovenia,2201.0
Chile,South Africa,10900.0
Chile,Spain,150562.0
Chile,Sri Lanka,1271.0
Chile,Sudan,385.0
Chile,Suriname,343.0
Chile,Sweden,45477.0
Chile,Switzerland,26560.0
Chile,Thailand,27794.0
Chile,Togo,153.0
Chile,Tonga,3.0
Chile,Trinidad and Tobago,5708.0
Chile,Tunisia,973.0
Chile,Turkey,104035.0
Chile,Turks and Caicos Islands,178.0
Chile,Uganda,40.0
Chile,Ukraine,4933.0
Chile,United Arab Emirates,66851.0
Chile,United Kingdom,486102.0
Chile,United Republic of Tanzania,30.0
Chile,United States of America,2424864.0
Chile,Uruguay,40048.0
Chile,Uzbekistan,88.0
Chile,Venezuela (Bolivarian Republic of),42741.0
Chile,Viet Nam,22611.0
Chile,Zambia,70.0
"China, Hong Kong SAR",Afghanistan,141.0
"China, Hong Kong SAR",Albania,9.0
"China, Hong Kong SAR",Algeria,554.0
"China, Hong Kong SAR",American Samoa,178.0
"China, Hong Kong SAR",Angola,22.0
"China, Hong Kong SAR",Argentina,1013.0
"China, Hong Kong SAR",Aruba,216.0
"China, Hong Kong SAR",Australia,67210.0
"China, Hong Kong SAR",Austria,311.0
"China, Hong Kong SAR",Azerbaijan,14.0
"China, Hong Kong SAR",Bahamas,82.0
"China, Hong Kong SAR",Bahrain,4254.0
"China, Hong Kong SAR",Bangladesh,5737.0
"China, Hong Kong SAR",Barbados,2.0
"China, Hong Kong SAR",Belgium,2691.0
"China, Hong Kong SAR",Belize,25.0
"China, Hong Kong SAR",Bolivia (Plurinational State of),56.0
"China, Hong Kong SAR",Bosnia and Herzegovina,2.0
"China, Hong Kong SAR",Brazil,1001.0
"China, Hong Kong SAR",Brunei Darussalam,580.0
"China, Hong Kong SAR",Bulgaria,4.0
"China, Hong Kong SAR",Burundi,8.0
"China, Hong Kong SAR",Cambodia,7793.0
"China, Hong Kong SAR",Cameroon,56.0
"China, Hong Kong SAR",Canada,61031.0
"China, Hong Kong SAR",Chile,281.0
"China, Hong Kong SAR","China, Macao SAR",1113704.0
"China, Hong Kong SAR","China, Taiwan Province of",2356341.0
"China, Hong Kong SAR","China, mainland",5022823.0
"China, Hong Kong SAR",Colombia,487.0
"China, Hong Kong SAR",Costa Rica,273.0
"China, Hong Kong SAR",Cuba,54.0
"China, Hong Kong SAR",Cyprus,174.0
"China, Hong Kong SAR",Czechia,20.0
"China, Hong Kong SAR",Côte d'Ivoire,16.0
"China, Hong Kong SAR",Democratic People's Republic of Korea,1370.0
"China, Hong Kong SAR",Democratic Republic of the Congo,35.0
"China, Hong Kong SAR",Denmark,142.0
"China, Hong Kong SAR",Djibouti,97.0
"China, Hong Kong SAR",Dominican Republic,111.0
"China, Hong Kong SAR",Egypt,386.0
"China, Hong Kong SAR",El Salvador,15.0
"China, Hong Kong SAR",Estonia,500.0
"China, Hong Kong SAR",Fiji,352.0
"China, Hong Kong SAR",Finland,54.0
"China, Hong Kong SAR",France,9714.0
"China, Hong Kong SAR",Georgia,2846.0
"China, Hong Kong SAR",Germany,4299.0
"China, Hong Kong SAR",Ghana,261.0
"China, Hong Kong SAR",Greece,253.0
"China, Hong Kong SAR",Guam,1487.0
"China, Hong Kong SAR",Guatemala,319.0
"China, Hong Kong SAR",Guinea,7.0
"China, Hong Kong SAR",Guyana,22.0
"China, Hong Kong SAR",Haiti,116.0
"China, Hong Kong SAR",Honduras,224.0
"China, Hong Kong SAR",Hungary,110.0
"China, Hong Kong SAR",India,53342.0
"China, Hong Kong SAR",Indonesia,17369.0
"China, Hong Kong SAR",Iran (Islamic Republic of),885.0
"China, Hong Kong SAR",Iraq,37.0
"China, Hong Kong SAR",Ireland,972.0
"China, Hong Kong SAR",Israel,452.0
"China, Hong Kong SAR",Italy,4040.0
"China, Hong Kong SAR",Jamaica,551.0
"China, Hong Kong SAR",Japan,60391.0
"China, Hong Kong SAR",Jordan,85.0
"China, Hong Kong SAR",Kazakhstan,2931.0
"China, Hong Kong SAR",Kenya,385.0
"China, Hong Kong SAR",Kiribati,37.0
"China, Hong Kong SAR",Kuwait,118.0
"China, Hong Kong SAR",Kyrgyzstan,195.0
"China, Hong Kong SAR",Lao People's Democratic Republic,368.0
"China, Hong Kong SAR",Latvia,46.0
"China, Hong Kong SAR",Lebanon,739.0
"China, Hong Kong SAR",Libya,304.0
"China, Hong Kong SAR",Lithuania,33.0
"China, Hong Kong SAR",Madagascar,171.0
"China, Hong Kong SAR",Malawi,1.0
"China, Hong Kong SAR",Malaysia,35073.0
"China, Hong Kong SAR",Maldives,553.0
"China, Hong Kong SAR",Malta,27.0
"China, Hong Kong SAR",Marshall Islands,9.0
"China, Hong Kong SAR",Mauritius,261.0
"China, Hong Kong SAR",Mexico,391.0
"China, Hong Kong SAR",Micronesia (Federated States of),406.0
"China, Hong Kong SAR",Mongolia,4342.0
"China, Hong Kong SAR",Montenegro,1103.0
"China, Hong Kong SAR",Mozambique,163.0
"China, Hong Kong SAR",Myanmar,1232.0
"China, Hong Kong SAR",Nepal,302.0
"China, Hong Kong SAR",Netherlands,25538.0
"China, Hong Kong SAR",New Zealand,6919.0
"China, Hong Kong SAR",Nigeria,108.0
"China, Hong Kong SAR",Northern Mariana Islands,1588.0
"China, Hong Kong SAR",Norway,848.0
"China, Hong Kong SAR",Oman,678.0
"China, Hong Kong SAR",Pakistan,13300.0
"China, Hong Kong SAR",Panama,13275.0
"China, Hong Kong SAR",Papua New Guinea,3586.0
"China, Hong Kong SAR",Paraguay,3.0
"China, Hong Kong SAR",Peru,3777.0
"China, Hong Kong SAR",Philippines,57416.0
"China, Hong Kong SAR",Poland,75.0
"China, Hong Kong SAR",Portugal,96.0
"China, Hong Kong SAR",Qatar,2674.0
"China, Hong Kong SAR",Republic of Korea,128527.0
"China, Hong Kong SAR",Russian Federation,424.0
"China, Hong Kong SAR",Rwanda,2.0
"China, Hong Kong SAR",Samoa,2.0
"China, Hong Kong SAR",Saudi Arabia,8458.0
"China, Hong Kong SAR",Senegal,4.0
"China, Hong Kong SAR",Serbia,952.0
"China, Hong Kong SAR",Seychelles,48.0
"China, Hong Kong SAR",Singapore,237501.0
"China, Hong Kong SAR",Slovenia,5788.0
"China, Hong Kong SAR",Solomon Islands,286.0
"China, Hong Kong SAR",Somalia,84.0
"China, Hong Kong SAR",South Africa,2335.0
"China, Hong Kong SAR",South Sudan,10.0
"China, Hong Kong SAR",Spain,6836.0
"China, Hong Kong SAR",Sri Lanka,2629.0
"China, Hong Kong SAR",Sudan,225.0
"China, Hong Kong SAR",Suriname,1224.0
"China, Hong Kong SAR",Sweden,2920.0
"China, Hong Kong SAR",Switzerland,2005.0
"China, Hong Kong SAR",Thailand,29606.0
"China, Hong Kong SAR",Togo,6.0
"China, Hong Kong SAR",Trinidad and Tobago,1339.0
"China, Hong Kong SAR",Tunisia,1178.0
"China, Hong Kong SAR",Turkey,1458.0
"China, Hong Kong SAR",Turkmenistan,4.0
"China, Hong Kong SAR",Tuvalu,73.0
"China, Hong Kong SAR",Uganda,24.0
"China, Hong Kong SAR",Ukraine,506.0
"China, Hong Kong SAR",United Arab Emirates,78939.0
"China, Hong Kong SAR",United Kingdom,32962.0
"China, Hong Kong SAR",United Republic of Tanzania,24.0
"China, Hong Kong SAR",United States of America,135654.0
"China, Hong Kong SAR",Uruguay,10021.0
"China, Hong Kong SAR",Vanuatu,39.0
"China, Hong Kong SAR",Viet Nam,1235228.0
"China, Hong Kong SAR",Zimbabwe,33.0
"China, Macao SAR",Australia,31.0
"China, Macao SAR",Canada,393.0
"China, Macao SAR","China, Hong Kong SAR",82815.0
"China, Macao SAR","China, Taiwan Province of",482.0
"China, Macao SAR","China, mainland",14305.0
"China, Macao SAR",Colombia,1.0
"China, Macao SAR",Germany,7.0
"China, Macao SAR",Japan,2.0
"China, Macao SAR",Kuwait,2.0
"China, Macao SAR",Malaysia,150.0
"China, Macao SAR",Mongolia,13.0
"China, Macao SAR",New Zealand,44.0
"China, Macao SAR",Peru,6.0
"China, Macao SAR",Republic of Korea,18.0
"China, Macao SAR",Romania,1.0
"China, Macao SAR",Saint Kitts and Nevis,13.0
"China, Macao SAR",Singapore,1048.0
"China, Macao SAR",Sri Lanka,196.0
"China, Macao SAR",Sweden,75.0
"China, Macao SAR",Switzerland,18.0
"China, Macao SAR",Thailand,89.0
"China, Macao SAR",United Kingdom,13.0
"China, Macao SAR",United States of America,1010.0
"China, Taiwan Province of",Albania,28.0
"China, Taiwan Province of",Algeria,25.0
"China, Taiwan Province of",American Samoa,394.0
"China, Taiwan Province of",Angola,49.0
"China, Taiwan Province of",Argentina,952.0
"China, Taiwan Province of",Armenia,41.0
"China, Taiwan Province of",Aruba,3.0
"China, Taiwan Province of",Australia,60251.0
"China, Taiwan Province of",Austria,518.0
"China, Taiwan Province of",Bahrain,121.0
"China, Taiwan Province of",Bangladesh,1970.0
"China, Taiwan Province of",Barbados,2.0
"China, Taiwan Province of",Belarus,5.0
"China, Taiwan Province of",Belgium,4942.0
"China, Taiwan Province of",Belize,178.0
"China, Taiwan Province of",Benin,11.0
"China, Taiwan Province of",Bolivia (Plurinational State of),40.0
"China, Taiwan Province of",Brazil,6897.0
"China, Taiwan Province of",Brunei Darussalam,2998.0
"China, Taiwan Province of",Bulgaria,468.0
"China, Taiwan Province of",Burkina Faso,37.0
"China, Taiwan Province of",Cambodia,12912.0
"China, Taiwan Province of",Cameroon,77.0
"China, Taiwan Province of",Canada,56371.0
"China, Taiwan Province of",Chad,52.0
"China, Taiwan Province of",Chile,1201.0
"China, Taiwan Province of","China, Hong Kong SAR",327774.0
"China, Taiwan Province of","China, Macao SAR",12566.0
"China, Taiwan Province of","China, mainland",773165.0
"China, Taiwan Province of",Colombia,987.0
"China, Taiwan Province of",Comoros,42.0
"China, Taiwan Province of",Costa Rica,689.0
"China, Taiwan Province of",Cyprus,4281.0
"China, Taiwan Province of",Czechia,1927.0
"China, Taiwan Province of",Côte d'Ivoire,13.0
"China, Taiwan Province of",Denmark,218.0
"China, Taiwan Province of",Djibouti,43.0
"China, Taiwan Province of",Dominican Republic,785.0
"China, Taiwan Province of",Ecuador,459.0
"China, Taiwan Province of",Egypt,577.0
"China, Taiwan Province of",El Salvador,3810.0
"China, Taiwan Province of",Equatorial Guinea,77.0
"China, Taiwan Province of",Estonia,61.0
"China, Taiwan Province of",Eswatini,788.0
"China, Taiwan Province of",Ethiopia,44.0
"China, Taiwan Province of",Fiji,296.0
"China, Taiwan Province of",Finland,90.0
"China, Taiwan Province of",France,14258.0
"China, Taiwan Province of",French Polynesia,90.0
"China, Taiwan Province of",Gabon,11.0
"China, Taiwan Province of",Gambia,1.0
"China, Taiwan Province of",Georgia,392.0
"China, Taiwan Province of",Germany,20140.0
"China, Taiwan Province of",Ghana,757.0
"China, Taiwan Province of",Greece,522.0
"China, Taiwan Province of",Guam,10791.0
"China, Taiwan Province of",Guatemala,3504.0
"China, Taiwan Province of",Guinea,169.0
"China, Taiwan Province of",Guinea-Bissau,14.0
"China, Taiwan Province of",Guyana,1.0
"China, Taiwan Province of",Haiti,14403.0
"China, Taiwan Province of",Honduras,3809.0
"China, Taiwan Province of",Hungary,332.0
"China, Taiwan Province of",India,6340.0
"China, Taiwan Province of",Indonesia,32851.0
"China, Taiwan Province of",Iran (Islamic Republic of),625.0
"China, Taiwan Province of",Iraq,284.0
"China, Taiwan Province of",Ireland,140.0
"China, Taiwan Province of",Israel,3019.0
"China, Taiwan Province of",Italy,6184.0
"China, Taiwan Province of",Jamaica,300.0
"China, Taiwan Province of",Japan,300160.0
"China, Taiwan Province of",Jordan,1765.0
"China, Taiwan Province of",Kazakhstan,6.0
"China, Taiwan Province of",Kenya,52.0
"China, Taiwan Province of",Kiribati,53.0
"China, Taiwan Province of",Kuwait,1612.0
"China, Taiwan Province of",Lao People's Democratic Republic,77.0
"China, Taiwan Province of",Latvia,327.0
"China, Taiwan Province of",Lebanon,754.0
"China, Taiwan Province of",Lesotho,24.0
"China, Taiwan Province of",Liberia,58.0
"China, Taiwan Province of",Lithuania,1113.0
"China, Taiwan Province of",Madagascar,6.0
"China, Taiwan Province of",Malaysia,83291.0
"China, Taiwan Province of",Maldives,93.0
"China, Taiwan Province of",Malta,11.0
"China, Taiwan Province of",Marshall Islands,885.0
"China, Taiwan Province of",Mauritius,461.0
"China, Taiwan Province of",Mexico,1406.0
"China, Taiwan Province of",Micronesia (Federated States of),445.0
"China, Taiwan Province of",Mongolia,74.0
"China, Taiwan Province of",Montenegro,41.0
"China, Taiwan Province of",Mozambique,54.0
"China, Taiwan Province of",Myanmar,18182.0
"China, Taiwan Province of",Namibia,13.0
"China, Taiwan Province of",Nauru,5.0
"China, Taiwan Province of",Nepal,7.0
"China, Taiwan Province of",Netherlands,86425.0
"China, Taiwan Province of",New Caledonia,763.0
"China, Taiwan Province of",New Zealand,7496.0
"China, Taiwan Province of",Nicaragua,656.0
"China, Taiwan Province of",Nigeria,314.0
"China, Taiwan Province of",North Macedonia,21.0
"China, Taiwan Province of",Northern Mariana Islands,1628.0
"China, Taiwan Province of",Norway,1010.0
"China, Taiwan Province of",Oman,127.0
"China, Taiwan Province of",Pakistan,2077.0
"China, Taiwan Province of",Palau,950.0
"China, Taiwan Province of",Palestine,57.0
"China, Taiwan Province of",Panama,2833.0
"China, Taiwan Province of",Papua New Guinea,30.0
"China, Taiwan Province of",Paraguay,858.0
"China, Taiwan Province of",Peru,908.0
"China, Taiwan Province of",Philippines,40146.0
"China, Taiwan Province of",Poland,4106.0
"China, Taiwan Province of",Portugal,2074.0
"China, Taiwan Province of",Qatar,300.0
"China, Taiwan Province of",Republic of Korea,147577.0
"China, Taiwan Province of",Republic of Moldova,124.0
"China, Taiwan Province of",Romania,567.0
"China, Taiwan Province of",Russian Federation,1897.0
"China, Taiwan Province of",Saint Lucia,1.0
"China, Taiwan Province of",Saint Vincent and the Grenadines,1.0
"China, Taiwan Province of",Saudi Arabia,1224.0
"China, Taiwan Province of",Senegal,121.0
"China, Taiwan Province of",Serbia,13.0
"China, Taiwan Province of",Seychelles,4.0
"China, Taiwan Province of",Sierra Leone,40.0
"China, Taiwan Province of",Singapore,72257.0
"China, Taiwan Province of",Slovakia,232.0
"China, Taiwan Province of",Slovenia,195.0
"China, Taiwan Province of",Solomon Islands,3.0
"China, Taiwan Province of",South Africa,8334.0
"China, Taiwan Province of",Spain,23832.0
"China, Taiwan Province of",Sri Lanka,718.0
"China, Taiwan Province of",Suriname,291.0
"China, Taiwan Province of",Sweden,2453.0
"China, Taiwan Province of",Switzerland,1608.0
"China, Taiwan Province of",Syrian Arab Republic,208.0
"China, Taiwan Province of",Thailand,35219.0
"China, Taiwan Province of",Tonga,60.0
"China, Taiwan Province of",Trinidad and Tobago,1062.0
"China, Taiwan Province of",Turkey,2137.0
"China, Taiwan Province of",Tuvalu,1.0
"China, Taiwan Province of",Ukraine,252.0
"China, Taiwan Province of",United Arab Emirates,3207.0
"China, Taiwan Province of",United Kingdom,21286.0
"China, Taiwan Province of",United Republic of Tanzania,76.0
"China, Taiwan Province of",United States of America,373493.0
"China, Taiwan Province of",Uruguay,557.0
"China, Taiwan Province of",Uzbekistan,27.0
"China, Taiwan Province of",Venezuela (Bolivarian Republic of),308.0
"China, Taiwan Province of",Viet Nam,399498.0
"China, Taiwan Province of",Zimbabwe,14.0
"China, mainland",Afghanistan,37688.0
"China, mainland",Albania,6507.0
"China, mainland",Algeria,117113.0
"China, mainland",Angola,34023.0
"China, mainland",Antigua and Barbuda,63.0
"China, mainland",Argentina,47416.0
"China, mainland",Armenia,3317.0
"China, mainland",Aruba,303.0
"China, mainland",Australia,678177.0
"China, mainland",Austria,25339.0
"China, mainland",Azerbaijan,7246.0
"China, mainland",Bahamas,2508.0
"China, mainland",Bahrain,40225.0
"China, mainland",Bangladesh,292952.0
"China, mainland",Barbados,594.0
"China, mainland",Belarus,17863.0
"China, mainland",Belgium,417050.0
"China, mainland",Belize,12046.0
"China, mainland",Benin,117287.0
"China, mainland",Bermuda,21.0
"China, mainland",Bhutan,210.0
"China, mainland",Bolivia (Plurinational State of),7891.0
"China, mainland",Bosnia and Herzegovina,2087.0
"China, mainland",Botswana,51.0
"China, mainland",Brazil,374024.0
"China, mainland",British Virgin Islands,12.0
"China, mainland",Brunei Darussalam,13060.0
"China, mainland",Bulgaria,26984.0
"China, mainland",Burkina Faso,4860.0
"China, mainland",Burundi,17846.0
"China, mainland",Cabo Verde,3130.0
"China, mainland",Cambodia,39014.0
